Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Connor Merrick,First,Steve Henry,3,21,LOST,42,40,99,41,59,43,43,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Steve Henry,Second,Connor Merrick,3,21,WON,100,60,100,125,59,27,30,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Connor Merrick,Second,Steve Henry,4,25,WON,61,21,96,45,100,58,60,40,20,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Steve Henry,First,Connor Merrick,4,27,LOST,60,100,80,84,46,51,0,40,0,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Connor Merrick,First,Steve Henry,5,22,WON,137,135,41,78,92,0,0,18,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Steve Henry,Second,Connor Merrick,5,21,LOST,100,93,28,60,34,26,44,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Connor Merrick,Second,Steve Henry,6,29,WON,81,100,41,93,135,31,0,12,0,8,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/HdBCkWVwGuX1,Steve Henry,First,Connor Merrick,6,30,LOST,41,45,90,45,59,133,68,15,3,0,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,George Price,First,Harry Sheridan,1,33,LOST,36,45,70,45,41,81,45,25,40,41,16,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,Harry Sheridan,Second,George Price,1,31,WON,85,30,40,41,60,80,25,7,27,80,26,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,George Price,Second,Harry Sheridan,2,30,LOST,28,52,30,55,45,85,45,81,44,18,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,Harry Sheridan,First,George Price,2,33,WON,23,55,45,40,62,81,60,85,46,0,4,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,George Price,First,Harry Sheridan,3,30,LOST,25,66,26,40,30,44,28,66,45,45,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,Harry Sheridan,Second,George Price,3,28,WON,35,30,15,80,41,44,100,95,25,36,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,George Price,Second,Harry Sheridan,4,21,LOST,43,45,30,30,60,66,55,,,,,
Ruislip,,,31/10/2025,Last 16,https://www.dartsatlas.com/matches/AXKEjTS3tgeP,Harry Sheridan,First,George Price,4,22,WON,80,38,43,45,120,41,94,40,,,,
