Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/1mixtLMCacj2,Luke Jackman,First,Rob Message,5,25,WON,46,30,76,92,36,44,99,72,6,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/1mixtLMCacj2,Rob Message,First,Luke Jackman,6,22,WON,85,60,60,85,95,98,10,8,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/1mixtLMCacj2,Luke Jackman,Second,Rob Message,6,21,LOST,81,82,45,99,81,59,14,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/1mixtLMCacj2,Rob Message,Second,Luke Jackman,7,18,LOST,60,100,60,81,95,45,,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/1mixtLMCacj2,Luke Jackman,First,Rob Message,7,21,WON,95,26,83,85,100,42,70,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Liam Saxon,First,Jono Harding,1,24,WON,92,96,93,60,50,32,58,20,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Jono Harding,Second,Liam Saxon,1,21,LOST,40,27,100,46,85,43,60,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Liam Saxon,Second,Jono Harding,2,30,LOST,140,100,131,50,60,0,10,6,0,0,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Jono Harding,First,Liam Saxon,2,31,WON,46,45,43,45,41,79,60,40,36,30,36,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Liam Saxon,First,Jono Harding,3,20,WON,58,100,60,60,85,98,40,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Jono Harding,Second,Liam Saxon,3,18,LOST,60,100,100,99,45,57,,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Liam Saxon,Second,Jono Harding,4,18,WON,57,140,48,140,84,32,,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Jono Harding,First,Liam Saxon,4,18,LOST,21,85,26,30,24,81,,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Liam Saxon,First,Jono Harding,5,18,LOST,100,96,57,85,60,63,,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Jono Harding,Second,Liam Saxon,5,18,WON,85,85,121,78,42,90,,,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Liam Saxon,Second,Jono Harding,6,24,WON,100,96,81,57,102,40,9,16,,,,
Ruislip,,,10/10/2025,Last 16,https://www.dartsatlas.com/matches/nBnBFfq6vKIw,Jono Harding,First,Liam Saxon,6,24,LOST,25,41,60,53,65,97,42,28,,,,
